Series Name,Series Code,Country Name,Country Code,1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Zambia,ZMB,..,..,..,..,..,0.000207901,0.000299166,0.000451747,0.000835282,0.002237207,0.002179595,0.019852971,0.03303159,0.045783227,0.083446192,0.077680348,0.120399337,0.106564082,0.095793004,0.141621711,0.14535809,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Zimbabwe,ZWE,..,..,..,..,..,..,0.006125483,0.022522091,0.050390185,0.070644976,0.08013004,0.08016153,0.119386256,0.14080055,0.365662967,0.252351881,0.25451506,0.523924068,0.734406962,1.042746839,1.089896905,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Algeria,DZA,..,..,..,..,..,..,..,..,0.054539766,0.107586829,0.397515932,0.492650609,0.817843828,1.357578396,2.248284117,2.428309557,2.597126783,3.000771406,3.264623716,4.006346574,5.566852484,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Djibouti,DJI,..,..,..,..,..,0.000553337,0.000681448,0.000805981,..,..,0.005408294,0.019300509,0.136723885,0.30255524,0.643049649,0.966145346,1.334914474,1.734073788,2.02822213,2.268047518,2.334220337,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..,0.074575149,0.078997614,0.11221923,0.196438508,0.354190066,0.643182973,1.019637571,1.403436896,1.859256987,2.324211721,2.835381399,3.26149297,3.679095785,4.517300321,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..,..,0.786856123,1.056280468,1.205175899,1.146933109,1.093486961,1.043292444,1.004245335,0.965636022,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Tunisia,TUN,..,..,..,..,..,..,..,0.000266677,0.002630156,0.02854021,0.174832202,0.431534954,0.93358609,2.187642545,3.54751939,4.535475078,5.201843231,4.848847094,4.728625387,4.486233076,4.342787983,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Morocco,MAR,..,..,..,..,..,..,..,0.006823274,0.009166207,0.216574189,0.827001892,1.289211217,1.556587411,1.59336325,1.533106386,1.594378548,1.856574217,2.120285256,2.556762497,2.966153224,3.379554393,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Sub-Saharan Africa,SSF,1.105948552,1.158724827,1.231989528,1.325398957,1.417547213,1.38372422,1.406014725,1.450990202,1.499483046,1.520961286,1.481771498,1.544162703,1.538800559,1.499768457,1.569066665,1.467982253,1.403986712,1.313847956,1.139531148,1.111303258,1.092720127,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Angola,AGO,0.43568946,0.422624739,0.486882268,0.495526484,0.497386648,0.466070566,0.533878965,0.538740479,0.551472579,0.590108793,0.584851311,0.573313019,0.532348766,0.624075832,1.601862982,1.43802863,0.790293001,1.000671213,1.001088972,1.298335869,1.24857986,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Benin,BEN,0.471226388,0.529101643,0.573043156,0.585870939,0.647667952,0.743146929,0.826463213,0.845194386,0.867646332,0.918728691,0.932090269,0.915976001,1.272065773,1.284801466,1.37595483,1.403047678,1.561535799,1.559244319,1.544470398,1.845953256,1.789237845,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Botswana,BWA,3.768536231,4.453392343,5.16439205,6.02878708,7.178229302,7.741935484,8.307684026,8.18999257,7.170078391,7.104719316,7.274903308,6.964024254,7.150528904,7.35794601,7.041089503,6.978070329,7.528963845,8.008742908,8.617149496,8.301632454,7.804529341,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Burkina Faso,BFA,0.297753907,0.328318115,0.339972444,0.375807953,0.419590882,0.45845328,0.485816268,0.50346447,0.526412412,0.653853867,0.679417988,0.685546507,0.820129153,1.010645141,1.010012145,0.926385901,0.884815446,0.858789727,0.811469185,0.71525691,0.41907101,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Burundi,BDI,0.277861738,0.241179497,0.24910618,0.276828598,0.290178882,0.299657521,0.300363659,0.313794496,0.328935595,0.369389507,0.357768308,0.346729575,0.3422062,0.352620741,0.34862878,0.37878193,0.314558295,0.17659656,0.209130953,0.206710986,0.201375818,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Cabo Verde,CPV,5.385291268,6.172362338,7.960733975,9.387648733,10.79420869,12.35099203,14.22588574,15.28662282,15.35875136,15.14009337,14.95870687,14.85205627,14.83607015,14.82716429,14.79759694,14.76022404,15.18746076,14.20304571,13.26466184,11.62225968,11.49995574,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Cameroon,CMR,0.47091889,0.492828465,0.511236808,0.621661145,0.609779012,0.5964447,0.650055901,0.660712128,0.565473109,0.562598161,0.553161712,0.702205257,0.988989446,1.30291228,2.16580875,2.615860297,3.162017391,3.398421844,3.590444289,4.607445354,4.509777209,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Central African Republic,CAF,0.255976213,0.28964579,0.286562485,0.27337385,0.276227384,0.260230282,0.240736816,0.238901182,0.248065351,0.256832054,0.252468065,..,..,..,0.083469147,0.02135671,0.018371509,0.018187005,0.017329457,0.016988013,0.020819965,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Chad,TCD,0.076414495,0.08320029,0.100102541,0.111738049,0.121206078,0.123609365,0.12398913,0.132087584,0.133709452,0.134505615,0.129812901,0.193109431,0.299222974,0.407955014,0.512402908,0.437061319,0.263567074,0.224426472,0.244227939,0.178485651,0.125161468,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Comoros,COM,0.939482072,1.042827108,1.124733726,1.239922888,1.266144753,1.282007602,1.637710895,1.844871122,2.321684304,2.576577285,2.819721906,3.09167821,4.113089819,4.436993582,4.621999499,3.105049035,3.30555143,3.344933749,3.129605112,3.123180913,3.116648356,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,"Congo, Dem. Rep.",ZAR,0.085688734,0.083482905,0.020645034,0.020795828,0.020811042,0.020894905,0.02071956,0.020195101,0.019094676,0.020050567,0.019580587,0.017448918,0.006120171,0.063448845,0.069966285,0.067517633,0.089110985,0.090607892,0,0,0,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,"Congo, Rep.",COG,0.786949214,0.786396204,0.764331299,0.742902663,0.722627843,0.703728867,0.68629127,0.669972065,0.208121619,0.40071119,0.448986654,0.377167775,0.356597669,0.233459522,0.290352343,0.325898074,0.336066119,0.344289242,0.352524669,0.35756639,0.363936699,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Cote d'Ivoire,CIV,0.81442286,0.887127743,0.946154702,1.101294532,1.387669653,1.634502346,1.787849616,1.948061489,1.407467776,1.504474513,1.486231397,1.531913781,1.379308923,1.952361122,1.516395968,1.493118784,1.425965219,1.391827014,1.339554282,1.16648227,1.301922059,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Equatorial Guinea,GNQ,0.569224745,0.803700352,0.80630103,1.146869129,1.154989655,1.177199385,1.290703939,1.595940508,1.688499909,1.791860856,1.656594572,1.608966448,1.563433174,1.5196991,1.47743004,1.944504695,2.02794429,2.019296587,1.964692859,1.942007118,1.417863022,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Eritrea,ERI,0.514699755,0.544682601,0.617326428,0.662641242,0.721270891,0.775610583,0.761871744,0.838406232,0.851374378,0.841727892,0.776915683,0.745595463,0.71810184,0.750906281,0.872147681,0.944617629,0.985579954,0.980113595,0.977951678,0.9791658,0.979572354,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Ethiopia,ETH,0.249812713,0.252892471,0.258380587,0.263239171,0.303144286,0.351303012,0.417445678,0.505824698,0.562289037,0.653966785,0.801324822,0.926095274,1.094082862,1.086025268,1.078594091,1.043549076,0.927373973,0.869411323,0.809185848,0.849687829,0.900164826,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Gabon,GAB,2.961654899,3.15685606,3.275242392,3.317374253,3.175633132,3.180182893,2.966066252,2.495491388,2.919472268,2.869369955,2.836461962,2.581627807,1.830677054,2.236582025,2.400018431,1.952227896,1.411450446,1.384992515,1.151634463,1.080936414,1.071151822,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,"Gambia, The",GMB,1.801742629,1.945288476,2.203487887,2.209060694,2.448658711,2.709822006,2.765394244,2.934948231,3.113422733,3.088724034,3.062895871,3.123608604,3.184242771,3.096862833,2.975498854,2.902287224,2.907837963,3.583916035,3.471395702,2.925214542,2.284170042,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Ghana,GHA,0.37627396,0.453639204,0.60070145,0.74254139,0.87410444,1.129071002,1.267957444,1.390047167,1.43352626,1.503807393,1.503579727,1.623649482,1.671467192,0.622670422,1.128626839,1.14535768,1.147110803,1.123455845,1.043915061,0.984816758,1.021222392,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Guinea,GIN,0.138506576,0.200203811,0.238486741,0.179881784,0.24490429,0.277963003,0.286554114,0.287306257,0.284260631,0.279328984,0.261060316,0.234718715,0.218971556,0.261762897,0.207679458,0.165501521,0.161268213,0,0,0,0,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Guinea-Bissau,GNB,0.646065912,0.680071903,0.640528602,0.663117564,0.489590777,0.873548667,0.76059268,0.841342632,0.776004569,0.698810964,0.676320686,0.467005677,0.308151047,0.306344435,0.312333766,0,0,0,0,0,0,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Kenya,KEN,0.935273469,0.94649074,0.939121459,0.970468698,0.951487367,0.932413405,0.963006972,0.97417241,0.968464514,0.859073876,0.801238639,0.798106552,1.22844423,1.667014114,1.667554139,0.930714988,0.6746615,0.582625824,0.460737304,0.395183066,0.182884555,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Lesotho,LSO,1.014468955,0.897876964,1.13227717,1.152826979,1.174161276,1.195975703,1.142506011,1.517008603,1.848630446,1.947153328,2.490544405,2.738386106,2.432886249,2.088531634,2.010178539,1.922026799,1.900896568,2.474671528,2.426890789,2.370142517,2.139694243,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Liberia,LBR,0.216354371,0.204750112,0.269353864,0.254096326,0.240721728,0.231676146,0.226759638,0.224706441,..,..,..,..,0.058143926,0.054455642,0.062123179,0.146690618,0.227688478,0.327746403,0.256166808,0.228344098,0.199847272,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Madagascar,MDG,0.275591365,0.283850788,0.301460531,0.319081935,0.329074246,0.34928968,0.359693509,0.35546664,0.345590314,0.330466628,0.504997323,0.689515198,0.691207687,0.827283478,0.908239511,0.6739476,1.092595236,1.089817607,1.071339569,1.056679117,1.043927909,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Malawi,MWI,0.344618386,0.349353881,0.35325918,0.349255807,0.377400398,0.410228472,0.469811754,0.61290652,0.694515995,0.739910309,0.794785445,0.97689016,1.277614787,0.787461946,0.763949893,1.013128415,1.122307308,1.42894567,0.205157296,0.381760356,0.263902197,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Mali,MLI,0.19094761,0.230900428,0.255700121,0.2786448,0.338548234,0.38226895,0.483500158,0.520120904,0.543016294,0.568861696,0.635644921,0.669511977,0.62869191,0.617096627,0.625371701,0.819007003,0.726211486,0.753886001,0.825806367,0.979292092,1.039487626,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Mauritania,MRT,0.396206629,0.424493667,0.526916145,0.589340813,0.628867631,0.700455486,0.89044828,1.095734355,1.287332664,1.276418174,1.303174278,1.07699478,1.209205784,2.230680934,2.117814826,1.982922464,1.952433899,1.714082801,1.388037677,1.290815787,1.257136863,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Mauritius,MUS,13.12909994,16.09722017,19.29044835,21.04221873,21.85794069,23.70051547,25.72047565,26.50537294,28.91656514,29.27291787,29.47758486,29.37400022,29.57123747,29.72200606,30.57934973,31.50344653,30.33419439,28.16328737,29.17061434,29.7962376,30.31315886,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Mozambique,MOZ,0.374299873,0.371581225,0.387865462,0.434298505,0.438653515,0.469007396,0.464666804,0.452212626,0.390349743,0.368201169,0.314092427,0.3257144,0.351804514,0.344091879,0.352925439,0.367426154,0.358482911,0.34971479,0.30025836,0.328093059,0.329225609,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Namibia,NAM,4.745395699,5.016627485,5.682921599,5.850466288,5.825757653,5.804990956,6.078760119,6.199908799,6.429316634,6.386148993,6.857188808,6.63261454,6.640601721,6.886517898,6.935952355,7.208140371,7.172515735,7.579425093,7.968167619,7.776572964,7.628711278,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Niger,NER,0.149916909,0.161617246,0.166544479,0.177313469,0.178279917,0.181904791,0.190138424,0.189544191,0.187489187,0.189158823,0.181692711,0.218754717,0.293619437,0.439262188,0.49883199,0.524627737,0.51693787,0.585980963,0.563616613,0.568120447,0.570883489,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Nigeria,NGA,0.373598014,0.371316968,0.354605054,0.375313482,0.394983345,0.450348909,0.476426363,0.543240047,0.670338002,0.755532843,0.876347882,1.177806281,1.073233513,0.864785136,0.953784445,0.657599148,0.438146772,0.247679114,0.207664248,0.10267375,0.101978803,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Rwanda,RWA,0.121825518,0.172929763,0.179596169,0.150983492,0.161097362,0.209253039,0.245433706,0.279331691,0.280128558,0.248228433,0.250290128,0.241818969,0.232903575,0.164042492,0.317683331,0.366014404,0.349065869,0.387185988,0.384986331,0.410014869,0.136651055,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Sao Tome and Principe,STP,1.916734418,1.96186604,3.208260899,3.166236638,3.294127922,3.309234874,3.837554573,4.407152797,4.726865823,4.673764601,4.599812437,4.781305492,4.684497215,4.542563877,4.441237589,4.378661041,4.345523728,4.271709428,3.614638873,3.436391385,3.451999941,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Senegal,SEN,0.941143735,1.063387373,1.264746482,1.4864958,1.724519377,2.087758079,2.343682523,2.161904899,2.144031944,2.233384831,2.365505421,2.439565136,2.260298931,1.942610181,2.214918819,2.639707429,2.598551003,2.477185486,2.431976158,2.144221428,2.005813149,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Seychelles,SYC,17.3809871,20.56786794,23.12207637,24.07210076,24.94283537,25.8492742,26.20078182,25.72175618,25.16207937,24.80204312,24.57574575,23.4429203,25.49195593,24.82925853,28.79097343,24.17002894,30.40555997,22.68597234,23.43006097,22.72951364,22.76276212,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Sierra Leone,SLE,0.423390767,0.438527564,0.442480016,0.439363341,0.4523076,0.458481017,0.529487039,0.534158668,0.536840066,0.537724411,0.542979885,0.549147883,0.559451922,0.56940001,0.581438429,0.243394618,0.272781938,0.301067435,0.262636294,0.265898215,0.269048005,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Somalia,SOM,0.236352979,0.231444515,0.224777897,0.333093024,0.335709222,0.338504967,0.459965581,0.447231535,1.244136076,1.212126354,1.181064512,1.15105648,1.122227271,1.094060901,1.066001027,1.037756379,0.908365776,0.686602059,0.609780324,0.529352651,0.458521308,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,South Africa,ZAF,9.660845235,10.09059487,10.8259966,11.65201293,12.42839097,11.06388832,10.81984163,10.64566972,10.47600134,10.31059538,10.15024456,9.99399849,9.842190693,9.698117399,9.565815908,9.447575885,9.343772102,9.252486164,7.34343727,6.864513362,7.722849232,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.023118915,0.021192339,0.00138408,0,0,0,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Sudan,SDN,0.248829283,0.320086836,0.354650806,0.498397417,0.753461007,1.131326974,1.279918305,1.875809517,2.556408948,2.743463856,1.483976181,1.267503551,0.854998565,0.884217469,0.872028592,1.251342621,1.327490385,1.141502934,1.094636104,1.078197403,0.300288664,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Swaziland,SWZ,2.193210079,2.295770671,2.49046446,2.81901129,2.987546642,2.994975158,3.139209554,3.239747806,4.246508734,4.065464696,3.991428897,3.960373905,3.95153382,3.913758992,3.847903769,4.439181057,6.255367489,3.701507329,3.681431341,3.502394881,3.344952506,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Tanzania,TZA,0.30145969,0.301360087,0.332726114,0.376081746,0.450865144,0.510253932,0.509528506,0.451286815,0.399898468,0.392849077,0.397585188,0.380548494,0.397057926,0.292320947,0.396248815,0.388032196,0.347458452,0.369099063,0.335002087,0.298033044,0.273124548,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Togo,TGO,0.506827289,0.547564454,0.557956846,0.679873872,0.805024453,0.879037435,0.969187086,0.998424178,1.161808541,1.221763995,1.134089766,1.443180389,1.70499242,2.353556774,2.908523894,0.95164711,0.931244886,0.927151401,0.917370766,0.762321463,0.734785826,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Uganda,UGA,0.187900848,0.223877463,0.244850161,0.249858969,0.243489395,0.254073621,0.223807901,0.211907125,0.227267409,0.257744935,0.304659353,0.363968076,0.53952086,0.530167927,0.710597217,0.962461971,1.322545105,0.866552614,0.726056841,0.835230121,0.819134685,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Zambia,ZMB,0.868296179,0.858947742,0.830217394,0.811277869,0.844420048,0.824929777,0.826682759,0.825134209,0.811655843,0.820777385,0.825325357,0.792989958,0.757984148,0.727329536,0.704411553,0.895726219,0.628783062,0.586439925,0.796236787,0.761733472,0.748504923,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Zimbabwe,ZWE,1.309977074,1.477151571,1.757224689,1.93409379,1.929440996,1.994617253,2.015911478,2.277159846,2.374485554,2.497430286,2.580525576,2.637165023,2.70797227,2.722143961,2.987962217,2.898223122,2.66492239,2.197923583,2.149608245,2.25678242,2.217863471,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Algeria,DZA,4.012612729,4.282570254,4.614669618,4.792274995,5.115695449,5.552829748,5.847553412,5.986557507,6.300748873,7.431619978,7.573414641,8.233921753,8.742642507,8.590924037,7.080624513,7.885884021,8.101419587,8.5478619,7.990240509,7.76075312,8.041627955,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Djibouti,DJI,1.137953521,1.205963683,1.204104684,1.133269136,1.240915504,1.342395146,1.353627755,1.360093709,1.346735798,1.449901799,1.362117476,1.434967443,1.767018493,1.840513517,2.049241664,2.215012302,2.178242146,2.321288149,2.369714938,2.472264313,2.556527036,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,"Egypt, Arab Rep.",EGY,4.440549586,4.869240336,5.472316265,6.197319995,7.19895704,8.291327085,9.962018885,11.41205044,12.58150851,13.40696178,14.48381766,14.80691376,15.1271898,15.70040699,13.43217963,12.31897041,10.97621278,10.60121201,8.312445865,7.574243909,7.3609384,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Libya,LBY,6.69809435,7.855534245,8.122904418,9.981554088,10.79926541,11.68814484,12.55068528,13.48216394,13.83097297,14.51788633,15.23474157,15.98529845,16.75859392,15.66184347,17.82708018,20.33403238,16.3847587,13.2258304,12.72268529,11.2961609,10.00462239,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Tunisia,TUN,5.80833115,6.40836398,7.082649824,8.046899631,8.997330683,9.998465368,10.94276698,11.78080905,11.818938,12.09897813,12.51054584,12.48456361,12.39381378,11.92396449,12.16366841,12.12947348,11.32495799,10.1048422,9.293662583,8.540106373,8.397749654,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Morocco,MAR,4.203764359,4.435118946,4.706546366,4.973854649,5.184286586,4.963406113,4.105057014,3.846439768,4.120781411,4.382961178,4.451904362,4.165536961,7.805655223,9.662876463,11.2425425,11.84919203,11.12333147,10.08283749,8.861026746,7.427655806,6.54501465,..
Fixed telephone subscriptions,IT.MLT.MAIN,Sub-Saharan Africa,SSF,6457821,6946744,7581157,8369805,9185513,9200321,9592369,10157353,10724245,11163660,11163046,11879141,12207484,12216529,13190751,12823832,12473940,11985912,10673104,10681810,10782476,..
Fixed telephone subscriptions,IT.MLT.MAIN,Angola,AGO,52740,52625,62279,65100,67200,64900,76800,80200,85043,94280,96760,98165,94294,114296,303179,281122,159485,208345,214950,287416,284925,..
Fixed telephone subscriptions,IT.MLT.MAIN,Benin,BEN,28206,32679,36453,38354,43656,51644,59298,62669,66511,72789,76267,77342,110765,115289,127149,133427,152715,156715,159443,195662,194666,..
Fixed telephone subscriptions,IT.MLT.MAIN,Botswana,BWA,59673,72189,85592,102016,123819,135900,148155,148155,131399,131774,136463,132034,136946,142282,137422,137422,149578,160488,174165,169236,160490,..
Fixed telephone subscriptions,IT.MLT.MAIN,Burkina Faso,BFA,30043,34055,36258,41218,47338,53217,58036,61908,66639,85225,91191,94758,116746,148157,152461,143963,141529,141358,137421,124595,75075,..
Fixed telephone subscriptions,IT.MLT.MAIN,Burundi,BDI,17255,15181,15867,17849,18993,20000,20543,22084,23895,27744,27800,27886,28500,30411,31121,34972,30010,17394,21253,21669,21774,..
Fixed telephone subscriptions,IT.MLT.MAIN,Cabo Verde,CPV,21513,25232,33241,39985,46865,54644,64132,70187,71716,71700,71600,71578,71764,71860,71874,71971,74503,70220,66177,58534,58456,..
Fixed telephone subscriptions,IT.MLT.MAIN,Cameroon,CMR,65597,70558,75200,93920,94599,95000,106287,110881,97393,99439,100331,130694,188874,255306,435413,539504,668965,737445,799016,1051356,1054978,..
Fixed telephone subscriptions,IT.MLT.MAIN,Central African Republic,CAF,8385,9704,9814,9563,9860,9468,8917,9000,9500,10000,10000,..,..,..,3561,929,815,823,800,800,1000,..
Fixed telephone subscriptions,IT.MLT.MAIN,Chad,TCD,5334,6004,7471,8631,9700,10261,10689,11835,12450,13000,13000,20000,32000,45000,58267,51227,31839,27937,31323,23580,17029,..
Fixed telephone subscriptions,IT.MLT.MAIN,Comoros,COM,4377,4980,5507,6226,6521,6773,8876,10258,13245,15083,16939,19061,26025,28809,30787,21210,23146,24000,23000,23500,24000,..
Fixed telephone subscriptions,IT.MLT.MAIN,"Congo, Dem. Rep.",ZAR,36000,36000,9100,9350,9550,9810,9980,10000,9733,10524,10579,9700,3500,37320,42320,41990,56970,59534,0,0,0,..
Fixed telephone subscriptions,IT.MLT.MAIN,"Congo, Rep.",COG,21410,22000,22000,22000,22000,22000,22000,22000,7000,13820,15907,13754,13404,9050,11600,13400,14200,14932,15679,16300,17000,..
Fixed telephone subscriptions,IT.MLT.MAIN,Cote d'Ivoire,CIV,115790,129808,142322,170001,219283,263667,293568,324839,238000,257932,258515,270573,247573,356502,282070,283343,276494,276135,272145,242684,277248,..
Fixed telephone subscriptions,IT.MLT.MAIN,Equatorial Guinea,GNQ,2515,3668,3800,5580,5800,6100,6900,8800,9600,10500,10000,10000,10000,10000,10000,13537,14520,14868,14873,15110,11334,..
Fixed telephone subscriptions,IT.MLT.MAIN,Eritrea,ERI,17540,18919,21979,24308,27375,30554,31249,35897,38078,39271,37712,37541,37412,40415,48473,54232,58473,60090,61935,64000,66000,..
Fixed telephone subscriptions,IT.MLT.MAIN,Ethiopia,ETH,142452,148739,156538,164140,194494,231945,283683,353816,404790,484368,610347,725046,880088,897287,915058,908882,829008,797501,761450,820000,890642,..
Fixed telephone subscriptions,IT.MLT.MAIN,Gabon,GAB,32000,35000,37253,38698,37978,38974,37233,32075,38415,38654,39128,36476,26497,33165,36460,30381,22499,22611,19252,18498,18758,..
Fixed telephone subscriptions,IT.MLT.MAIN,"Gambia, The",GMB,19202,21319,24833,25609,29216,33300,35029,38350,41986,42993,44000,46302,48700,48868,48451,48777,50450,64196,64196,55841,45000,..
Fixed telephone subscriptions,IT.MLT.MAIN,Ghana,GHA,63067,77886,105534,133426,160698,212548,244632,275039,291030,313326,321526,356355,376509,143900,267389,277897,284721,284981,270422,260407,275570,..
Fixed telephone subscriptions,IT.MLT.MAIN,Guinea,GIN,10855,16206,19786,15213,21064,24311,25490,25989,26165,26200,25000,23000,22000,27000,22000,18000,18000,0,0,0,0,..
Fixed telephone subscriptions,IT.MLT.MAIN,Guinea-Bissau,GNB,7363,7926,7633,8079,6098,11123,9901,11197,10558,9719,9614,6784,4574,4647,4844,0,0,0,0,0,0,..
Fixed telephone subscriptions,IT.MLT.MAIN,Kenya,KEN,256434,266780,271816,288251,290000,291706,309379,321482,328358,299255,286729,293364,463766,646356,664099,380748,283546,251567,204354,179990,85496,..
Fixed telephone subscriptions,IT.MLT.MAIN,Lesotho,LSO,17792,15975,20400,21000,21600,22200,21382,28603,35101,37230,47964,53136,47582,41190,40000,38612,38579,50769,50345,49714,45364,..
Fixed telephone subscriptions,IT.MLT.MAIN,Liberia,LBR,4500,4500,6371,6500,6600,6700,6800,6900,..,..,..,..,2048,2000,2374,5806,9289,13734,11000,10040,9000,..
Fixed telephone subscriptions,IT.MLT.MAIN,Madagascar,MDG,37074,39406,43197,47193,50226,54995,58399,59491,59598,58702,92366,129809,133894,164851,186150,142065,236863,242963,245603,249080,253000,..
Fixed telephone subscriptions,IT.MLT.MAIN,Malawi,MWI,34338,35471,36754,37371,41562,46444,54607,73100,85000,93000,102724,130000,175209,111333,111333,152108,173481,227295,33569,64247,45678,..
Fixed telephone subscriptions,IT.MLT.MAIN,Mali,MLI,17164,21294,24195,27063,33778,39223,51071,56603,60925,65834,75904,82521,80005,81076,84796,114546,104696,111979,126362,154417,169006,..
Fixed telephone subscriptions,IT.MLT.MAIN,Mauritania,MRT,9249,10204,13045,15030,16525,18969,24856,31529,38178,39000,41000,34870,40267,76354,74464,71572,72294,65069,53993,51432,51294,..
Fixed telephone subscriptions,IT.MLT.MAIN,Mauritius,MUS,148185,183861,222747,245367,257099,280885,306773,317792,348202,353808,357490,357340,360762,363600,375160,387700,374600,349100,363000,372200,380000,..
Fixed telephone subscriptions,IT.MLT.MAIN,Mozambique,MOZ,59819,61175,65606,75354,78072,85714,87291,87367,77576,75256,65992,70313,78000,78324,82447,88062,88120,88140,77568,86856,89292,..
Fixed telephone subscriptions,IT.MLT.MAIN,Namibia,NAM,78499,85549,99904,105877,108193,110176,117398,121413,127380,127935,138997,136163,138171,145360,148672,157063,159059,171249,183532,182593,182507,..
Fixed telephone subscriptions,IT.MLT.MAIN,Niger,NER,13743,15353,16404,18114,18891,19991,21669,22399,22975,24040,23954,29925,41686,64738,76336,83383,85354,100537,100500,105300,110000,..
